GEOID,TAZ
480219506001198,1183
480219506001201,1183
480219508022039,1131
480219508011020,1128
480219502001032,1224
480219502001031,1224
480219501001028,1212
480219501001026,1212
480219501001029,1368
480219506001187,1183
480219501001025,1212
480219501001034,1212
480219501001040,1212
480219502005007,1216
480219501001036,1368
480219501001041,1212
480219505021061,1168
480219505013036,1150
480219505011073,1390
480219503002012,1149
480219503005089,1170
480219507002135,1156
480219506003040,1160
480219506003048,1160
480219506003039,1160
480219506003047,1152
480219506003032,1160
480219506003029,1152
480219506003011,1160
480219506003033,1152
480219504004063,1178
480219504004040,1178
480219504004111,1178
480219504005015,1165
480219505012035,1205
480219506001046,1184
480219506001088,1182
480219504003039,1155
480219505022087,1390
480219507003047,1189
480219502002044,1210
480219503005006,2192
480219503004008,1379
480219508021014,1127
480219505022000,2210
480219505021155,2191
480219506002032,1141
480219506002141,1141
480219506002031,1141
480219506003020,1152
480219506002040,1140
480219506002041,1140
480219507004166,1188
480219507004118,1156
480219507004180,1188
480219506002043,1141
480219506002038,1141
480219503002029,1372
480219506002143,1141
480219506002044,1141
480219506002138,1141
480219506001206,1183
480219507004000,1188
480219507004008,1188
480219507004162,1188
480219507004155,1188
480219507004075,1188
480219507004181,1188
480219501001015,1368
480219503002008,1372
480219501001002,1195
480219501001054,1195
480219502001016,1194
480219502001013,1194
480219506001175,1876
480219502001021,1194
480219502001022,1194
480219502001019,1224
480219502002012,1223
480219502002050,1223
480219502001043,1224
480219502002049,1223
480219502002005,1223
480219501001022,1368
480219502001002,1224
480219501001035,1195
480219501001037,1195
480219502001004,1224
480219501001016,1368
480219506001185,1183
480219506001184,1183
480219506001213,1183
480219506001212,1183
480219506002030,1141
480219506001211,1183
480219506003105,1144
480219506002093,1142
480219506003118,1144
480219506003117,1144
480219506002075,1140
480219506002098,1142
480219506002068,1140
480219506002073,1140
480219506002074,1140
480219507004183,1188
480219506001163,1183
480219507004199,1188
480219507004090,1156
480219507004063,1156
480219502003041,1226
480219501001048,1212
480219501004011,2195
480219506001161,1183
480219502004030,1214
480219501004019,1204
480219502003018,1217
480219503005097,1170
480219504003037,1155
480219505011096,1201
480219506003135,1370
480219507001030,1186
480219507002151,1834
480219507002069,1832
480219506001029,1184
480219505011105,1203
480219505011111,1203
480219505011126,1203
480219505011029,1203
480219505011052,1390
480219505022054,1199
480219505022073,1199
480219505022041,1392
480219505011068,1390
480219505023019,1167
480219505023043,1167
480219503005077,1170
480219503005062,1175
480219503005059,1170
480219507004034,1156
480219503005075,1175
480219503002057,1147
480219503004006,1379
480219503003055,1148
480219505022048,1392
480219505011058,1203
480219506001061,1184
480219506001136,1159
480219506001125,1876
480219507002029,1833
480219507002039,1187
480219507002040,1187
480219507002108,1185
480219507004132,1188
480219507004143,1156
480219507004073,1156
480219505023000,1167
480219505011046,1203
480219505011025,1201
480219505012013,1756
480219505011115,1203
480219505011110,1203
480219505011135,1203
480219506003086,1144
480219501005112,1202
480219505011128,1199
480219507002121,1185
480219507004038,1156
480219507003041,1189
480219507003046,1189
480219507004110,1154
480219507004099,1156
480219507004050,1188
480219507004091,1156
480219506002034,1141
480219505011059,1203
480219505011041,1199
480219501004032,1204
480219501004033,1204
480219501004024,1204
480219505011080,1201
480219507003016,1189
480219507003017,1189
480219507003007,1189
480219507004208,1188
480219506002003,1141
480219508021027,2190
480219501003003,2196
480219501002010,1222
480219501002011,1222
480219506002008,1141
480219507004212,1188
480219504001038,1164
480219504002000,1164
480219504002008,1162
480219503005055,1175
480219504004081,1165
480219504004033,1178
480219503005004,1175
480219504004092,1165
480219504003003,1155
480219504002023,1162
480219506003082,1144
480219504002020,1162
480219504002051,1162
480219504002069,1176
480219503005026,1171
480219504002104,1176
480219504005051,1165
480219503005052,1170
480219503005096,1170
480219504002089,1176
480219505022029,1198
480219501004038,1204
480219502002051,1210
480219506002111,1142
480219506002100,1142
480219506002133,1140
480219506002095,1142
480219505013020,1150
480219505013030,1150
480219502002000,1219
480219502002010,1223
480219502005030,1219
480219502005031,1219
480219502005035,1216
480219502002001,1223
480219502005034,1220
480219502002055,1223
480219502002060,1220
480219502005038,1220
480219502002058,1223
480219502002061,1220
480219502002065,1223
480219502004000,1220
480219502005039,1216
480219502002063,1223
480219502002064,1223
480219502002067,1223
480219502002068,1223
480219502003001,1217
480219501005002,1388
480219502003002,1217
480219502003008,1217
480219502004003,1214
480219502003009,1215
480219502003007,1217
480219502003004,1217
480219502004001,1215
480219502003012,1217
480219506001078,1183
480219501002045,1206
480219505023029,1167
480219505022052,1390
480219502002021,1209
480219504005002,1165
480219506002110,1143
480219501002005,2198
480219508011001,1829
480219505021172,1158
480219505021055,1168
480219501001042,1212
480219501002020,1222
480219501002050,2194
480219508021021,1369
480219504004102,1165
480219504005101,1165
480219508012009,1136
480219502001029,1224
480219502005017,1219
480219502005026,1219
480219502005033,1220
480219502003003,1217
480219502005042,1216
480219504002115,1176
480219505022044,1392
480219506001189,1183
480219506003077,1152
480219507002004,1159
480219505023041,1167
480219508022031,1131
480219508022032,1131
480219508012017,1139
480219507002112,1185
480219508012020,1136
480219507002111,1185
480219507002120,1185
480219508022026,1131
480219508023004,2211
480219508023013,1132
480219508023032,1132
480219508023072,1132
480219507002105,1185
480219508022002,1134
480219507002089,1185
480219508022000,1134
480219507002087,1185
480219506003072,1152
480219506003073,1152
480219505022018,1198
480219505022011,1198
480219505021019,1151
480219507004210,1188
480219502003011,1217
480219502003015,1215
480219502005040,1216
480219502004014,1214
480219502004005,1215
480219502004008,1214
480219502004006,1215
480219502003031,1215
480219502004020,1214
480219503005086,1170
480219503002024,1149
480219504002114,1176
480219504005069,1165
480219507003039,1189
480219505021154,1158
480219505021151,2191
480219506001018,1184
480219506001060,1184
480219505021123,1157
480219505021060,1168
480219505021180,1146
480219505013038,1150
480219505013006,1150
480219508011011,1828
480219505022081,1390
480219504003034,1155
480219505011121,1201
480219502005041,1216
480219505021059,1168
480219505021134,1157
480219502005020,1219
480219508021040,2190
480219508021039,2190
480219505021032,1200
480219505021034,1200
480219505021035,1200
480219505021022,1200
480219504005083,1165
480219504004036,1178
480219504001032,1192
480219501005091,1388
480219504002032,1755
480219508022004,1134
480219503001005,1129
480219503001012,1129
480219503001016,1129
480219503002031,1147
480219503002058,1147
480219503002030,1147
480219501004006,1207
480219507001039,1186
480219506002096,1142
480219502004035,1218
480219504004018,1371
480219504005066,1165
480219505023047,1167
480219505023050,1167
480219504004101,1165
480219504004100,1165
480219503005068,1386
480219503005054,1175
480219505021124,1157
480219505011049,1203
480219504004094,1165
480219508021005,1127
480219502002014,1835
480219508013002,1128
480219506001197,1183
480219506002001,1190
480219502001017,1224
480219504002046,1173
480219502004029,1213
480219502003055,1211
480219501005102,1388
480219501004047,1207
480219501004009,1207
480219504004106,1165
480219504005045,1165
480219504005029,1165
480219504005018,1165
480219506001017,1184
480219505021128,1382
480219503003001,1172
480219501005042,1196
480219504002102,1176
480219503003048,1148
480219507004197,1188
480219504005089,1165
480219505022033,1392
480219505022022,1198
480219505022035,1198
480219505021056,1168
480219505012034,1205
480219505022025,1198
480219505022026,1198
480219505022036,1198
480219505021003,1200
480219505021006,1200
480219505021029,1200
480219505021028,1200
480219505021007,1200
480219505021027,1200
480219505021026,1200
480219505021025,1200
480219505021023,1200
480219505021024,1200
480219505021038,1200
480219505021031,1200
480219506001207,1183
480219502005001,1219
480219502001009,1224
480219502005006,1216
480219502005010,1219
480219504002034,1149
480219502005005,1216
480219502004018,1214
480219502003054,1225
480219504001051,1164
480219502004013,1214
480219502004017,1214
480219502004047,1214
480219504001041,1164
480219505022067,1199
480219505022055,1199
480219506001010,1182
480219504002106,1176
480219503002078,1149
480219508023054,1376
480219508023021,1132
480219508023070,1133
480219507002107,1185
480219506003109,1144
480219506003108,1144
480219506003110,1144
480219508023075,1133
480219507001014,1834
480219506003078,1152
480219503005115,1170
480219503002043,1130
480219503001035,1129
480219503004018,1379
480219503002004,1149
480219502004041,1211
480219501005030,1196
480219501001031,1212
480219501004045,1204
480219501004021,1204
480219501004035,1204
480219501003001,2196
480219506001076,1876
480219507001062,1185
480219506001139,1159
480219507002021,1833
480219506001034,1184
480219503004012,1137
480219507003042,1189
480219503005108,1384
480219507003045,1189
480219503005042,1383
480219504002098,1176
480219504005024,1165
480219504005100,1165
480219504005011,1165
480219504004028,1169
480219504004065,1165
480219504004072,1165
480219508013013,1128
480219504001054,1164
480219504004084,1165
480219504005053,1165
480219503002016,1375
480219505011013,1201
480219501004057,1206
480219508013004,1128
480219505011014,1201
480219505011022,1201
480219505012002,1391
480219501002043,1206
480219505012004,1391
480219505012005,1391
480219508013005,1128
480219505011036,1203
480219505011089,1201
480219505011103,1203
480219501005036,1196
480219501005072,1202
480219501005081,1197
480219507001074,1186
480219507001050,1186
480219507001023,1186
480219505022005,1198
480219505022009,2210
480219505022001,2210
480219505011062,1199
480219507001021,1186
480219501005080,1197
480219501005094,1197
480219505022012,1198
480219501005078,1197
480219505022037,1198
480219501005085,1197
480219507002055,1187
480219507003035,1189
480219503002087,1374
480219508013012,1128
480219508013010,1128
480219508013016,1128
480219505012055,1166
480219505021071,2212
480219505021063,1168
480219505021066,1168
480219505021073,1381
480219505022045,1392
480219505021017,1151
480219505022027,1198
480219505022020,1198
480219505022046,1392
480219505021016,1151
480219501005098,1197
480219505021014,1151
480219505022019,1198
480219501002029,1206
480219508013014,1128
480219503002089,1374
480219508013015,1128
480219501004039,1204
480219502003019,1217
480219501004023,1204
480219506003119,1144
480219503003043,1172
480219503003030,1172
480219503003000,1375
480219504001024,1177
480219504005006,1165
480219503003006,1375
480219503005090,1170
480219504003006,1155
480219504003027,1164
480219504001047,1164
480219504004093,1165
480219504001017,1192
480219504004069,1165
480219504005010,1165
480219504004095,1165
480219504005025,1165
480219506001056,1184
480219504005012,1165
480219504005023,1165
480219502004010,1214
480219502004012,1214
480219507002026,1153
480219507002082,1185
480219502004007,1214
480219508011016,1829
480219508013019,1828
480219502005015,1216
480219508011007,1828
480219502005016,1219
480219501002027,1206
480219506001016,1184
480219503004025,1138
480219504001002,1191
480219506002007,1141
480219504002117,1176
480219504002097,1176
480219506001028,1182
480219506001109,1182
480219503003002,1172
480219503001034,1129
480219503002063,1375
480219503003010,1172
480219503003041,1172
480219503002040,1375
480219503003003,1172
480219503003014,1172
480219503003039,1172
480219503003028,1172
480219503003017,1172
480219503002014,1375
480219503002036,1147
480219503001032,1129
480219503002052,1147
480219505013047,1150
480219505012048,1166
480219505023046,1167
480219505012054,1166
480219505012033,1205
480219505023065,1167
480219505012026,1205
480219505023037,1167
480219505023039,1167
480219505023027,1167
480219504004002,1167
480219504004004,1167
480219504004007,1371
480219504004003,1167
480219504004008,1371
480219505021068,1168
480219505021067,1168
480219506002018,1141
480219505023057,1167
480219505021069,1168
480219504001004,1191
480219504001057,1191
480219505021065,1168
480219505023058,1167
480219501005049,1388
480219501005045,1196
480219501005022,1388
480219501005057,1388
480219501005050,1388
480219501005046,1196
480219501005041,1196
480219501005051,1196
480219501005059,1196
480219501005076,1197
480219501005052,1196
480219501005070,1196
480219501005056,1202
480219501005060,1202
480219501005075,1197
480219501005063,1202
480219501005069,1202
480219501005074,1197
480219501005077,1197
480219501005073,1202
480219501005071,1202
480219501005084,1197
480219501002060,1206
480219508011021,1830
480219505021104,1158
480219503005069,1386
480219507003051,1189
480219507002075,1832
480219507002074,1834
480219508023025,1132
480219507003049,1189
480219506001112,1182
480219508021006,1127
480219506001104,1182
480219506001031,1182
480219505021044,1381
480219508011005,1828
480219506003038,1152
480219503005118,1170
480219508022028,1131
480219508022029,1131
480219508023008,1376
480219508012011,1139
480219508012018,1139
480219508023011,1132
480219508022033,1131
480219508023010,2211
480219508022030,1131
480219508023012,1132
480219508023016,1132
480219508023014,1132
480219508023017,1132
480219508023015,1132
480219508022025,1131
480219508022034,1131
480219508023020,1132
480219505012056,1205
480219507002148,1834
480219503005091,1170
480219508023024,1132
480219508022035,1131
480219508023065,1133
480219508023023,1132
480219508023036,1132
480219508023068,1133
480219508022036,1131
480219508023069,1133
480219507002137,1156
480219508023073,1133
480219508023035,1132
480219508023019,1132
480219503002047,1130
480219505011006,1201
480219503001025,1129
480219505011123,1390
480219507003018,1189
480219506002059,1142
480219507002005,1159
480219502003029,1211
480219506003149,1152
480219505022003,2210
480219505021058,1168
480219506002002,1141
480219501004008,1207
480219505011057,1199
480219504004087,1165
480219504004098,1165
480219504005097,1165
480219504003005,1155
480219504005032,1165
480219506002092,1142
480219505021118,1168
480219506001070,1184
480219506001135,1159
480219503002002,1149
480219503001019,1129
480219504004053,1163
480219508023000,2211
480219505023052,1167
480219508023033,1132
480219508023049,1132
480219508023039,1132
480219508022020,1134
480219508022013,1134
480219508012010,1139
480219508023001,2211
480219503005107,1384
480219506003106,1144
480219508021030,2190
480219507001070,1186
480219505022031,1392
480219505021001,1200
480219505021005,1200
480219505021033,1200
480219505021043,1151
480219506001195,1183
480219502001005,1224
480219502003059,1225
480219505022089,1390
480219504002111,1176
480219501001030,1212
480219502004002,1214
480219504001048,1164
480219508012001,1136
480219504005036,1165
480219506001145,1159
480219507001065,1186
480219504003014,1155
480219507002117,1156
480219506003104,1144
480219506003159,1144
480219508023018,1132
480219503005111,1384
480219503005102,1385
480219508023003,2211
480219503005113,1384
480219503005101,1385
480219502002022,1209
480219502002026,1209
480219508012012,1139
480219508023002,2211
480219508023006,2211
480219503005117,1170
480219508022014,1131
480219508022037,1131
480219508023071,1133
480219506002109,1142
480219508022010,1131
480219508022021,1131
480219508022019,1134
480219505021193,1158
480219505021095,1158
480219508022024,1131
480219502002025,1209
480219503002037,1147
480219507004126,1156
480219507004079,1188
480219507004078,1156
480219507004085,1188
480219507004207,1188
480219507004146,1156
480219507004106,1154
480219507004128,1156
480219507004005,1188
480219507004134,1188
480219503002050,1130
480219503002044,1130
480219505013031,1150
480219505013027,1150
480219501005062,1202
480219508023022,1132
480219503002065,1130
480219504001000,1191
480219505013007,1150
480219505022083,1390
480219505011069,1390
480219505011038,1390
480219505011035,1390
480219505013004,1756
480219508011008,1126
480219505013005,1150
480219505013016,1150
480219505011050,1390
480219505013015,1150
480219505021147,1382
480219505021168,1382
480219505021162,1157
480219507004139,1188
480219507004149,1156
480219507004144,1156
480219507004130,1156
480219507004136,1188
480219505021117,1168
480219507004004,1188
480219506001137,1159
480219506001134,1159
480219507004043,1188
480219506001063,1184
480219507004045,1188
480219506001156,1184
480219506001131,1159
480219507004016,1188
480219507002031,1187
480219501002059,1206
480219505013033,1150
480219505011134,1203
480219505013023,1150
480219505011055,1203
480219505013018,1150
480219505013034,1150
480219506001042,1184
480219505012021,1205
480219505011133,1203
480219505011136,1203
480219507004066,1156
480219507003024,1189
480219507004021,1188
480219507003063,1189
480219507003054,1189
480219507004061,1156
480219507004019,1188
480219507004097,1156
480219507004024,1188
480219507004072,1156
480219507003023,1189
480219507003061,1189
480219507001042,1186
480219507004017,1188
480219507004095,1156
480219507003059,1189
480219507004068,1156
480219507003053,1189
480219507004042,1188
480219507004051,1188
480219507003020,1189
480219507003057,1189
480219507004093,1156
480219507004060,1156
480219507004013,1188
480219507003071,1189
480219507004069,1156
480219507004102,1156
480219507004011,1188
480219507004103,1156
480219507004044,1188
480219507004084,1188
480219507004147,1156
480219507004076,1188
480219507004142,1156
480219507004131,1188
480219507004006,1188
480219506001059,1184
480219507001010,1186
480219507003060,1189
480219507003058,1189
480219506001058,1184
480219506003000,1370
480219506001165,1183
480219504001006,1177
480219506001015,1184
480219506001047,1184
480219506001223,1184
480219506001053,1184
480219506001054,1184
480219506001222,1184
480219506001048,1184
480219506001221,1184
480219506001220,1184
480219506001039,1184
480219506001037,1184
480219505011131,1203
480219505011071,1390
480219505013010,1150
480219505011072,1390
480219505013011,1756
480219506001122,1182
480219506001055,1182
480219506001087,1182
480219506001095,1182
480219506001089,1182
480219506001124,1182
480219506001123,1182
480219505021070,1168
480219505012047,1166
480219507004124,1156
480219507004009,1188
480219501002062,1206
480219505013019,1150
480219504001022,1177
480219504001021,1177
480219504004019,1371
480219504001020,1177
480219504001019,1192
480219504004021,1169
480219504001026,1177
480219505021100,1158
480219506001022,1182
480219506001111,1182
480219508013000,1128
480219506001001,1182
480219503001031,1129
480219506001002,1182
480219506001005,1182
480219506003111,1144
480219503005002,1175
480219506001008,1184
480219506001025,1182
480219506001004,1182
480219504001005,1177
480219503002062,1375
480219503002051,1375
480219504004014,1371
480219504004011,1371
480219505012058,1205
480219505023071,1371
480219508023052,1132
480219505021186,1146
480219505021062,1168
480219503002009,1147
480219504001007,1177
480219504001023,1177
480219504001012,1191
480219504001009,1177
480219504001010,1191
480219504003000,1155
480219504001027,1192
480219504004001,1167
480219505023070,1167
480219505012040,1166
480219505012039,1166
480219505012053,1166
480219505012046,1166
480219505023021,1167
480219505023023,1167
480219502003048,2197
480219505012020,1205
480219504004020,1371
480219505022028,1198
480219501005097,1197
480219505022024,1198
480219505022006,1198
480219505022032,1392
480219504004082,1165
480219504005058,1165
480219504004103,1165
480219504005088,1165
480219505021090,1158
480219506002004,1141
480219508023055,1132
480219504004112,1165
480219504004083,1165
480219508023042,1132
480219504004079,1165
480219504004076,1165
480219506002013,1141
480219508021041,2190
480219508023007,1376
480219508021038,2190
480219502005021,1219
480219506001214,1183
480219506003071,1161
480219503005098,1386
480219503005092,1170
480219505012049,1166
480219504004005,1167
480219505023067,1167
480219505023004,1167
480219505023005,1167
480219505023035,1167
480219505023036,1167
480219501002057,1206
480219505011051,1199
480219505023002,1167
480219505013009,1756
480219505011122,1390
480219504004023,1371
480219507002098,1185
480219508023034,1132
480219503001020,1129
480219503001021,1129
480219505022030,1198
480219501004042,1204
480219505012014,1756
480219505022084,1390
480219503002003,1205
480219505022059,1199
480219505023006,1167
480219505023025,1167
480219505012023,1205
480219505012017,1205
480219505012057,1166
480219506002135,1140
480219506002097,1142
480219506002124,1143
480219506002065,1140
480219506002130,1140
480219506002121,1140
480219506002132,1140
480219501001055,1193
480219502001000,2193
480219501001013,1195
480219507002150,1834
480219501001004,1195
480219505022111,1367
480219501001052,1195
480219501001003,1195
480219501001012,1195
480219506002037,1141
480219506002023,1141
480219504004030,1178
480219505021107,1158
480219505021048,2212
480219503005056,1386
480219506003094,1144
480219505021182,1146
480219501001056,1195
480219501001014,1368
480219502001006,1224
480219502001048,1224
480219501001021,1368
480219506003043,1160
480219506003044,1160
480219506003083,1144
480219507003004,1189
480219503005088,1170
480219507002060,1834
480219507004169,1188
480219505021072,2212
480219506003158,1152
480219504002005,1164
480219506002094,1142
480219506002114,1140
480219506002116,1140
480219506002136,1140
480219504001011,1191
480219501004026,1204
480219506001188,1183
480219505023013,1167
480219505022093,2210
480219508021010,1127
480219508021007,1127
480219508021011,1127
480219508021019,1127
480219508021018,1127
480219502002046,1210
480219502002066,1210
480219505012015,1391
480219502004039,1211
480219502003056,1225
480219502004009,1214
480219508023009,1376
480219508023027,1132
480219508023026,1132
480219508023028,1132
