GEOID,TAZ
480539602001046,2082
480539602002171,2079
480539602002140,2079
480539602002172,2079
480539602002135,2079
480539602002158,2079
480539602002174,2079
480539602002163,2079
480539602002161,2079
480539602002152,2079
480539602002141,2079
480539602002142,2079
480539602002057,2081
480539602002153,2079
480539602002154,2079
480539602002155,2079
480539602002162,2079
480539602002146,2079
480539602002138,2081
480539602001170,2002
480539604002000,2086
480539601003039,2023
480539601003038,2023
480539604001140,2084
480539604002124,2088
480539605003001,2003
480539602001045,2082
480539608001085,2041
480539608001017,2043
480539608001011,2043
480539606001162,2044
480539606001166,2044
480539604003103,2036
480539601002095,2226
480539604003066,2036
480539603004059,2057
480539601001027,2006
480539601001017,2006
480539601001026,2006
480539601001024,2006
480539608003106,2054
480539608003110,2054
480539603005107,2072
480539601002063,2030
480539604002044,2085
480539604002033,2085
480539604003087,2071
480539603004056,2057
480539604001097,2035
480539604002080,2085
480539604003005,2031
480539604003032,2038
480539604003001,2031
480539604003003,2031
480539601002021,2027
480539601002025,2027
480539601002026,2027
480539601002019,2023
480539601002028,2027
480539601002064,2030
480539601003111,2024
480539604001137,2084
480539604001088,2084
480539604001093,2084
480539604001086,2084
480539604001142,2084
480539606001018,2070
480539604001136,2084
480539604001092,2084
480539604001130,2084
480539604001143,2035
480539604001098,2035
480539604002053,2085
480539602001058,2082
480539602001063,2083
480539602002012,2080
480539602001066,2083
480539602001059,2082
480539602002076,2066
480539602001041,2082
480539602001043,2082
480539604002056,2085
480539603005050,2072
480539603005042,2072
480539603005044,2072
480539603005055,2072
480539603001053,2073
480539603003010,2058
480539603004024,2032
480539603004007,2032
480539603004011,2032
480539607001060,2046
480539605002035,2089
480539607004064,2102
480539608002011,2068
480539607003092,2096
480539602001062,2002
480539601001300,2060
480539602001089,2002
480539602001154,2002
480539602002144,2081
480539604002051,2085
480539602002093,2079
480539602002114,2079
480539604001026,2084
480539604001009,2084
480539604001148,2084
480539601001356,2011
480539607001014,2046
480539601001340,2015
480539605001036,2090
480539603001010,2064
480539601003053,2078
480539605002086,2089
480539605002059,2089
480539605001004,2090
480539605004082,2087
480539605001028,2090
480539605001049,2090
480539605001066,2090
480539601001174,2011
480539608002045,2093
480539601001153,2012
480539601001029,2006
480539604001042,2084
480539604003151,2037
480539607001001,2046
480539605002044,2089
480539603005013,2072
480539603004012,2057
480539603005030,2034
480539602002121,2065
480539602002123,2065
480539602002122,2065
480539608001153,2053
480539608003123,2052
480539608003119,2052
480539608003053,2098
480539603004021,2032
480539602001134,2225
480539608002047,2093
480539601001101,2010
480539601001201,2011
480539601001069,2011
480539601001071,2011
480539605001045,2090
480539604001040,2084
480539601001106,2010
480539601001077,2011
480539601001206,2011
480539601001116,2010
480539601001033,2007
480539601001034,2007
480539607005029,2092
480539607005030,2092
480539607005031,2092
480539607003055,2095
480539604001103,2035
480539604001147,2035
480539604001111,2035
480539604001108,2035
480539601003015,2018
480539601003024,2018
480539601003056,2078
480539601003068,2078
480539607004022,2102
480539607004024,2102
480539607005018,2092
480539607003009,2095
480539607003011,2095
480539607002013,2048
480539607005038,2092
480539607002016,2048
480539602001029,2001
480539607005020,2092
480539607005032,2092
480539607005012,2092
480539601003007,2014
480539602002098,2079
480539607005019,2092
480539607001041,2046
480539608002067,2067
480539605004059,2087
480539604001006,2084
480539607001059,2046
480539607001050,2046
480539607001049,2046
480539607001054,2046
480539601002008,2028
480539601001070,2011
480539601001080,2011
480539601003112,2025
480539601001224,2011
480539601001192,2011
480539607004023,2102
480539605001079,2090
480539601001169,2235
480539601003022,2078
480539601001150,2012
480539607004010,2102
480539601001461,2076
480539601001140,2076
480539601001139,2012
480539601001136,2012
480539608003058,2051
480539608003062,2051
480539607005057,2092
480539601001123,2010
480539601001411,2011
480539601003095,2025
480539601001221,2011
480539601001222,2011
480539601001078,2011
480539601001412,2011
480539608002046,2093
480539605002053,2089
480539601002088,2030
480539607003043,2095
480539607005047,2092
480539607005052,2092
480539607001056,2046
480539607002002,2061
480539601003130,2025
480539601003125,2025
480539601002051,2026
480539601002058,2026
480539601002011,2026
480539601002045,2026
480539601003105,2025
480539601002046,2026
480539601002056,2026
480539601002054,2026
480539601001051,2007
480539601001087,2009
480539601001086,2009
480539601001094,2009
480539601001060,2007
480539601001003,2007
480539601001054,2007
480539601001059,2007
480539601002038,2026
480539601003126,2025
480539601002012,2026
480539601002041,2026
480539601002048,2026
480539601002007,2028
480539601002042,2026
480539601002049,2026
480539601002050,2026
480539601002052,2026
480539601001043,2007
480539601001453,2007
480539601001061,2007
480539601001084,2007
480539601001048,2007
480539601001093,2009
480539601001067,2011
480539601001047,2007
480539601001063,2007
480539607004050,2102
480539608001030,2062
480539601003042,2021
480539601003043,2021
480539604002104,2088
480539604003133,2036
480539606001016,2070
480539604002089,2088
480539605001130,2090
480539601002034,2027
480539601003097,2025
480539605001074,2090
480539607003066,2095
480539608003032,2098
480539607002007,2048
480539608001138,2053
480539608001123,2100
480539608001124,2097
480539608001040,2095
480539604001115,2035
480539604001122,2035
480539604001123,2035
480539604001113,2035
480539603001008,2064
480539604001036,2084
480539604001037,2084
480539602002033,2080
480539602002050,2081
480539602002051,2080
480539602002015,2080
480539602002023,2080
480539602002016,2080
480539602001073,2083
480539601001279,2060
480539601001280,2060
480539607002020,2048
480539607002006,2048
480539608001061,2099
480539604001038,2084
480539604001045,2084
480539608002068,2067
480539608002131,2068
480539608002077,2067
480539608002069,2067
480539608002070,2067
480539608003101,2055
480539608002111,2067
480539608002076,2067
480539608003109,2052
480539608002078,2067
480539608002080,2067
480539608002084,2067
480539608002009,2094
480539608003090,2055
480539608002113,2067
480539601001272,2060
480539601001243,2006
480539601001244,2006
480539601001269,2060
480539608003083,2227
480539601001316,2016
480539601001354,2015
480539601001291,2016
480539604002022,2086
480539601001307,2060
480539601001273,2006
480539601001304,2060
480539601001245,2006
480539602001078,2002
480539601001309,2060
480539601001298,2060
480539601001305,2060
480539601001406,2060
480539602001122,2022
480539602001017,2002
480539601001458,2007
480539601001009,2007
480539607005046,2092
480539607005041,2092
480539607002019,2048
480539608001128,2099
480539607005015,2092
480539607003013,2095
480539607005023,2092
480539607003010,2095
480539607005040,2092
480539607003008,2095
480539607005056,2092
480539607003085,2096
480539607003056,2095
480539607003000,2095
480539605003070,2090
480539604001057,2084
480539603001007,2064
480539607004002,2102
480539605003099,2003
480539605003097,2003
480539605003047,2003
480539608001062,2099
480539605004016,2087
480539606001120,2229
480539606001121,2229
480539606001123,2229
480539606001110,2229
480539605003026,2003
480539601003004,2078
480539605001008,2090
480539608003078,2049
480539608001131,2100
480539606001145,2091
480539601003046,2021
480539607005008,2092
480539606001126,2229
480539604002025,2086
480539608001176,2099
480539608001055,2099
480539602002011,2080
480539601001021,2006
480539605002029,2089
480539607001055,2046
480539607001045,2046
480539607002003,2048
480539606001060,2229
480539602001118,2022
480539601001147,2235
480539605003024,2003
480539601003006,2014
480539608002039,2068
480539607003104,2096
480539602001087,2063
480539603001009,2064
480539602001091,2002
480539602001092,2004
480539602001158,2002
480539601001018,2006
480539604001055,2035
480539601001250,2006
480539601001253,2006
480539601001252,2006
480539606001082,2045
480539606001094,2069
480539602002120,2065
480539605004001,2087
480539605004008,2087
480539608003043,2051
480539606001116,2229
480539604001000,2084
480539601001249,2006
480539603002001,2074
480539601003010,2014
480539605002018,2089
480539605002066,2089
480539607003087,2096
480539603003008,2058
480539608003088,2055
480539601001096,2010
480539601001114,2010
480539604003128,2071
480539604003089,2071
480539601003013,2018
480539604002079,2085
480539604002083,2088
480539604002155,2088
480539604003106,2071
480539604002027,2086
480539602002101,2079
480539604001032,2084
480539608003132,2098
480539602001054,2082
480539604001064,2084
480539602001123,2022
480539606001122,2229
480539605002056,2089
480539605002072,2089
480539605004011,2087
480539605001009,2090
480539605001012,2090
480539605004030,2087
480539605001031,2090
480539601003074,2019
480539601003079,2019
480539601001008,2007
480539603004066,2032
480539605002031,2089
480539608001068,2099
480539608003040,2051
480539605004079,2087
480539605004069,2087
480539605001043,2090
480539605001052,2090
480539605001058,2090
480539605004064,2087
480539601001448,2013
480539601001145,2012
480539607003096,2096
480539601001082,2011
480539601001146,2011
480539601001391,2015
480539607004009,2102
480539607001019,2046
480539601001294,2060
480539601001260,2060
480539601001290,2060
480539601001312,2060
480539601001261,2060
480539601001265,2060
480539601001266,2006
480539601001267,2060
480539604001011,2084
480539604001019,2084
480539603001011,2064
480539603005087,2072
480539603005086,2072
480539603005063,2071
480539603005060,2072
480539603001066,2073
480539603001071,2073
480539603001072,2073
480539601002040,2026
480539601002009,2026
480539601002005,2028
480539606001176,2229
480539605003056,2003
480539603003043,2033
480539605002015,2089
480539604002157,2088
480539602002056,2081
480539607005025,2092
480539607001030,2047
480539603005000,2034
480539607001029,2047
480539607001034,2047
480539607001031,2047
480539608001095,2053
480539601002099,2028
480539601002062,2030
480539601002060,2030
480539607002004,2048
480539607003083,2096
480539604002021,2086
480539608002004,2094
480539608002138,2068
480539603001033,2073
480539603001046,2073
480539606001165,2044
480539603003009,2058
480539602001120,2022
480539605003085,2003
480539605003037,2003
480539605003052,2003
480539605003084,2003
480539605003031,2003
480539607001032,2047
480539605003088,2003
480539607001027,2047
480539605003038,2003
480539605003042,2003
480539605003043,2003
480539608001014,2043
480539604003026,2037
480539604003027,2037
480539604003152,2037
480539604002142,2088
480539607001035,2047
480539606001042,2070
480539604002139,2088
480539604002143,2088
480539606001036,2070
480539606001034,2070
480539602002029,2080
480539602001064,2083
480539604003150,2071
480539604003129,2071
480539601003104,2025
480539602001108,2063
480539602001106,2063
480539604001118,2035
480539601001131,2012
480539602002165,2081
480539601001282,2060
480539601001275,2006
480539604003024,2037
480539604003063,2042
480539606001124,2045
480539606001106,2045
480539605003053,2003
480539605003087,2003
480539605003032,2003
480539605003086,2003
480539605003027,2003
480539605003049,2003
480539605003044,2003
480539605003039,2003
480539606001133,2091
480539605003050,2003
480539606001119,2229
480539605003021,2003
480539605003022,2003
480539605003082,2003
480539605003023,2003
480539605003025,2003
480539605003000,2003
480539606001107,2069
480539605003018,2003
480539605003036,2003
480539605003019,2003
480539605003040,2003
480539601001181,2011
480539601001213,2011
480539601001372,2016
480539601001430,2011
480539601001360,2011
480539601001335,2015
480539605004013,2087
480539605001001,2090
480539608003022,2051
480539604001105,2035
480539604001030,2084
480539604001003,2084
480539608001091,2053
480539603001067,2073
480539608001118,2053
480539604002013,2086
480539604001007,2084
480539604001013,2084
480539604001014,2084
480539608001143,2099
480539602001124,2022
480539608001069,2099
480539608001098,2053
480539603004008,2032
480539604002064,2085
480539602002096,2079
480539604001091,2035
480539608003060,2051
480539608003026,2098
480539604001089,2084
480539608001168,2099
480539602002126,2079
480539602002058,2081
480539601001416,2011
480539601001105,2010
480539608001066,2099
480539608001047,2062
480539604003051,2042
480539604003038,2037
480539605002067,2089
480539605002026,2089
480539606001051,2070
480539606001058,2070
480539606001055,2045
480539606001065,2070
480539606001090,2229
480539608001010,2043
480539602002021,2080
480539602002026,2080
480539602002027,2080
480539602001015,2002
480539601001262,2060
480539601001263,2060
480539601001195,2011
480539601001205,2011
480539601001196,2011
480539601001075,2011
480539601001099,2010
480539601001308,2060
480539601001343,2015
480539602002043,2081
480539602002039,2081
480539602002064,2081
480539601001248,2006
480539602002127,2079
480539608001152,2053
480539602002168,2079
480539602002170,2079
480539602002070,2079
480539602002169,2079
480539602002164,2079
480539603005059,2072
480539604003096,2073
480539603005058,2072
480539603005061,2072
480539602001141,2005
480539607003076,2095
480539607003007,2095
480539607003017,2095
480539607003026,2095
480539607003016,2095
480539607005039,2092
480539606001149,2091
480539607003027,2095
480539607003018,2095
480539606002001,2101
480539604001049,2084
480539604001039,2084
480539607003052,2095
480539601001299,2060
480539601001208,2011
480539601001419,2011
480539601001421,2011
480539601001418,2011
480539601001420,2011
480539602001086,2063
480539602001083,2063
480539603001059,2073
480539607003089,2096
480539603001049,2073
480539603003045,2033
480539601001379,2017
480539603001061,2073
480539603004014,2057
480539603005033,2034
480539604003100,2071
480539603005019,2034
480539603004010,2032
480539606001048,2070
480539605003076,2003
480539604001116,2035
480539605001054,2090
480539605001026,2090
480539605001129,2090
480539605001109,2090
480539606001098,2045
480539606001104,2045
480539607001044,2046
480539602001110,2063
480539604001065,2084
480539604001144,2084
480539604002029,2086
480539604002023,2086
480539607001047,2046
480539607001048,2046
480539607004065,2102
480539606002026,2101
480539608001133,2100
480539608001173,2062
480539608001171,2043
480539608001013,2062
480539604003056,2037
480539604003022,2037
480539605003072,2003
480539605003065,2003
480539603001029,2073
480539603001062,2064
480539602001055,2082
480539604001112,2035
480539604001117,2035
480539606001103,2045
480539606001099,2069
480539605004018,2087
480539605004019,2087
480539605004021,2089
480539605002079,2089
480539605002073,2089
480539602002032,2080
480539602002037,2081
480539602002045,2080
480539602002052,2081
480539602002053,2081
480539601002010,2028
480539601002004,2028
480539603001074,2073
480539608003011,2051
480539606001159,2044
480539606001091,2069
480539608003122,2052
480539608003129,2052
480539601001255,2060
480539602001117,2022
480539603005085,2072
480539604003073,2036
480539604003102,2036
480539603004051,2057
480539602001136,2005
480539602001147,2225
480539603003050,2058
480539603003002,2074
480539603002003,2074
480539604003014,2031
480539603004067,2032
480539603004039,2057
480539608001158,2041
480539604003039,2039
480539604001119,2035
480539602002128,2228
480539608003010,2051
480539608003063,2051
480539608003061,2051
480539608002126,2067
480539602002031,2080
480539602001034,2001
480539601001209,2011
480539601001219,2011
480539601001423,2010
480539601001425,2011
480539601001074,2011
480539601001446,2011
480539601001407,2011
480539601001220,2011
480539602002018,2080
480539602002136,2079
480539602002151,2079
480539603005026,2034
480539602002097,2079
480539603003007,2058
480539603005056,2072
480539601003061,2019
480539604002127,2088
480539601001210,2011
480539601001401,2011
480539601001226,2011
480539601001225,2011
480539601001120,2010
480539601001203,2011
480539601001438,2010
480539601001408,2011
480539601001404,2011
480539601001119,2010
480539601001437,2010
480539601001426,2011
480539606001157,2091
480539607004031,2102
480539608001166,2053
480539607004004,2102
480539607004071,2102
480539608003131,2098
480539607005055,2092
480539607004020,2102
480539607003042,2095
480539607003053,2095
480539607004051,2102
480539607003057,2095
480539607003012,2095
480539607005036,2092
480539606002028,2101
480539606002000,2102
480539606002027,2101
480539608002094,2067
480539608002099,2067
480539604002061,2085
480539608002044,2093
480539608002036,2093
480539606002012,2101
480539604003054,2042
480539606001026,2070
480539601003102,2020
480539601003044,2021
480539602001024,2082
480539603003004,2058
480539605002030,2089
480539603001019,2064
480539606001137,2091
480539606001144,2091
480539606001127,2091
480539606001152,2091
480539606001154,2091
480539607004003,2102
480539607004000,2102
480539607004001,2102
480539607004025,2102
480539607003015,2095
480539607003014,2095
480539607005028,2092
480539607005027,2092
480539607001016,2046
480539607002012,2048
480539607002017,2048
480539607002015,2048
480539602001107,2063
480539603005081,2072
480539603005066,2072
480539602002176,2073
480539603001055,2073
480539608001140,2053
480539603005025,2034
480539603002002,2074
480539603003006,2058
480539603003020,2058
480539608003108,2055
480539608003050,2098
480539608003029,2098
480539608001163,2053
480539608001067,2099
480539608003087,2055
480539608001112,2053
480539601003066,2019
480539604001081,2084
480539605004012,2087
480539608003091,2054
480539608003074,2227
480539608003073,2227
480539608001154,2053
480539608003035,2051
480539608003023,2051
480539608003036,2051
480539608001178,2051
480539608003015,2051
480539608003013,2051
480539606001075,2070
480539601002109,2040
480539606001025,2070
480539608001070,2099
480539606001009,2070
480539607004006,2102
480539601003122,2025
480539601002039,2026
480539601003127,2025
480539601002057,2026
480539601001085,2009
480539601001058,2007
480539601001041,2007
480539601001455,2007
480539601001199,2007
480539601001200,2007
480539601001081,2011
480539601001110,2010
480539601001223,2011
480539604003121,2071
480539604002116,2088
480539605002014,2089
480539605002041,2089
480539604002036,2086
480539602001036,2001
480539604002133,2088
480539608002079,2093
480539603004031,2057
480539604002070,2088
480539601002073,2226
480539607004039,2102
480539603005020,2034
480539606001000,2070
480539606001074,2070
480539603001015,2064
480539602001051,2082
480539603001020,2064
480539603001012,2064
480539603002000,2074
480539601003051,2019
480539604001063,2084
480539604001109,2035
480539604001114,2035
480539604001104,2035
480539602002117,2228
480539603001002,2064
480539603001001,2064
480539603001000,2064
480539601003072,2019
480539608003107,2054
480539601001005,2007
480539601001006,2007
480539601001002,2007
480539603005080,2072
480539605004067,2087
480539605004051,2087
480539602001149,2225
480539601002020,2023
480539601003108,2025
480539605004087,2087
480539605004062,2087
480539601001264,2060
480539605003017,2003
480539607004049,2102
480539606002025,2101
480539606002029,2101
480539606001170,2091
480539608001060,2099
480539608001146,2053
480539601001323,2006
480539601001091,2010
480539605002038,2089
480539606001180,2044
480539604003140,2036
480539604003139,2036
480539608001004,2043
480539604003142,2036
480539604002130,2088
480539604002131,2088
480539602001056,2082
480539602002100,2081
480539602002065,2081
480539602002061,2081
480539602002094,2079
480539602002074,2081
480539602002178,2081
480539602002066,2081
480539602002062,2081
480539602002069,2081
480539602002063,2081
480539608001120,2053
480539604003053,2042
480539608001137,2053
480539607002008,2048
480539608001072,2099
480539601002104,2040
480539601002107,2040
480539604003040,2039
480539601002110,2040
480539608001157,2041
480539608001180,2041
480539601001121,2010
480539601001177,2011
480539601001439,2010
480539601001410,2011
480539605001106,2090
480539601001427,2011
480539601001202,2011
480539601001447,2011
480539601001184,2011
480539601001183,2011
480539601001443,2010
480539601001227,2011
480539601001442,2010
480539601001228,2011
480539601001230,2015
480539601001334,2015
480539607003101,2096
480539603003033,2033
480539603003014,2033
480539605004085,2087
480539606001118,2229
480539601001173,2011
480539601001171,2013
480539602001050,2082
480539602001000,2059
480539601001285,2060
480539601001311,2060
480539602001010,2002
480539601001175,2011
480539601001394,2013
480539601001170,2013
480539601001395,2013
480539601001392,2013
480539601001336,2015
480539601001142,2012
480539601003000,2077
480539602001012,2002
480539602001026,2082
480539602001163,2059
480539602001019,2082
480539601001302,2060
480539605004061,2087
480539605001075,2090
480539605004063,2087
480539605004065,2087
480539601001127,2235
480539601001399,2015
480539601001434,2011
480539601001179,2011
480539601001353,2015
480539601001151,2011
480539601001132,2012
480539601001359,2011
480539601001432,2011
480539601001130,2012
480539601001152,2012
480539601001172,2011
480539601001178,2011
480539601001135,2012
480539601001134,2012
480539601001358,2011
480539605001013,2090
480539605001033,2090
480539605004049,2087
480539605004032,2087
480539605001014,2090
480539605002033,2089
480539605004004,2087
480539605002034,2089
480539605004006,2087
480539605002057,2089
480539605002058,2089
480539605002062,2089
480539605002054,2089
480539605004003,2087
480539605002074,2089
480539605002063,2089
480539605002075,2089
480539605002068,2089
480539605002070,2089
480539605004043,2087
480539605004044,2087
480539605004042,2087
480539601003058,2078
480539601003054,2078
480539604001056,2084
480539604001033,2084
480539604001035,2084
480539605004041,2087
480539605004039,2087
480539605001010,2090
480539605004038,2087
480539605001011,2090
480539605004027,2087
480539605004029,2087
480539605004050,2087
480539605004025,2087
480539605004033,2087
480539605004034,2087
480539605002065,2089
480539608001022,2097
480539605004000,2087
480539605001080,2090
480539605002060,2089
480539605002077,2089
480539605002055,2089
480539605002061,2089
480539605002071,2089
480539605002007,2089
480539604002135,2088
480539608001088,2041
480539604003119,2071
480539606001004,2070
480539603005047,2072
480539606001073,2070
480539606001079,2045
480539606001101,2045
480539604003137,2036
480539606001007,2070
480539603001050,2073
480539603003049,2033
480539603003037,2033
480539603003030,2033
480539603003032,2033
480539603003027,2033
480539603003039,2033
480539603003042,2033
480539603003041,2033
480539603003040,2033
480539603003048,2033
480539603001052,2073
480539603003044,2033
480539603003046,2033
480539603005008,2034
480539603005057,2072
480539603005010,2034
480539603005005,2034
480539604001094,2084
480539604001050,2084
480539602001164,2082
480539606001111,2229
480539606001112,2229
480539606001109,2229
480539606001171,2044
480539608001006,2043
480539604003105,2036
480539604003118,2071
480539604003120,2071
480539604003113,2071
480539603005091,2072
480539603005098,2072
480539608002108,2067
480539608003114,2051
480539608002086,2067
480539608002112,2067
480539608002110,2067
480539608002085,2067
480539608003066,2051
480539608002142,2067
480539605002078,2089
480539605004046,2087
480539605004047,2087
480539605001034,2090
480539605004037,2087
480539605001007,2090
480539605004040,2087
480539605004045,2087
480539603004060,2057
480539606001093,2069
480539608001031,2062
480539604003079,2071
480539604003077,2071
480539604002037,2086
480539607002010,2048
480539601003107,2020
480539603001060,2073
480539602001131,2005
480539602001127,2022
480539607005014,2092
480539607005004,2092
480539607005021,2092
480539607001036,2047
480539607004075,2102
480539607005002,2092
480539607004074,2102
480539607005042,2092
480539603001045,2073
480539608001043,2099
480539608001041,2099
480539603003015,2033
480539603002005,2075
480539603003025,2033
480539608001056,2099
480539608001053,2099
480539603005007,2034
480539603005011,2034
480539603005002,2034
480539603005053,2072
480539603001047,2073
480539603001027,2073
480539603001026,2073
480539602001098,2004
480539603004022,2032
480539608001051,2099
480539603003056,2058
480539603003055,2058
480539603003053,2058
480539602001152,2225
480539603004001,2032
480539603005017,2034
480539603005003,2034
480539603005006,2034
480539603004000,2032
480539603004009,2032
480539603004025,2057
480539603005078,2034
480539603005034,2034
480539603005077,2034
480539603005022,2034
480539603003023,2033
480539603005027,2034
480539608001149,2053
480539608003034,2051
480539603003000,2058
480539608001129,2100
480539608001130,2100
480539608001155,2053
480539608003002,2051
480539608001108,2053
480539608003076,2052
480539608003137,2051
480539608003020,2051
480539608003021,2051
480539608003019,2051
480539608003009,2051
480539608003115,2051
480539608003133,2052
480539608003042,2051
480539608003125,2050
480539606001044,2070
480539602002090,2080
480539603001043,2073
480539602001065,2002
480539602001076,2002
480539608003001,2051
480539602002079,2065
480539602002019,2080
480539602001044,2082
480539602001067,2082
480539602001068,2083
480539602002124,2079
480539602002092,2066
480539602002059,2081
480539602002081,2066
480539602001069,2082
480539602001156,2022
480539602001155,2022
480539602001070,2083
480539601001389,2017
480539601001387,2017
480539602002104,2079
480539604001031,2084
480539601001384,2017
480539603004049,2057
480539606001047,2070
480539604002132,2088
480539604002128,2088
480539605002027,2089
480539605002011,2089
480539605002025,2089
480539605002009,2089
480539606001150,2091
480539606001156,2091
480539606002037,2101
480539606001117,2229
480539605003020,2003
480539601001012,2007
480539603005070,2072
480539601001149,2235
480539608001145,2099
480539608001093,2053
480539603004054,2057
480539606001131,2091
480539603004064,2057
480539603004053,2057
480539606001141,2229
480539601003050,2018
480539606001057,2229
480539605003090,2003
480539607004040,2102
480539607005001,2092
480539607001058,2046
480539606001130,2045
480539608001002,2043
480539606001115,2229
480539605001041,2090
480539605001003,2090
480539605003064,2003
480539607005000,2092
480539607001057,2046
480539606001153,2091
480539606001177,2044
480539607003093,2096
480539608002007,2094
480539607003090,2096
480539608003081,2049
480539608001045,2097
480539605004005,2087
480539605001002,2090
480539604001100,2035
480539604002019,2086
480539604001126,2035
480539604002015,2086
480539604002014,2086
480539604002008,2086
480539602002130,2228
480539604002006,2086
480539603005054,2072
480539603001031,2073
480539603002010,2075
480539603002004,2075
480539601003106,2020
480539604001128,2035
480539604001082,2035
480539604001060,2035
480539604001099,2035
480539602002108,2079
480539602002145,2079
480539602002149,2079
480539602002159,2079
480539602002113,2079
480539602002109,2079
480539604001001,2084
480539602002110,2079
480539602002111,2079
480539604001025,2084
480539602002085,2066
480539602002106,2079
480539604001027,2084
480539602002179,2079
480539604001029,2084
480539604001028,2084
480539604001017,2084
480539604001021,2084
480539604001004,2084
480539604001022,2084
480539604001149,2084
480539604001018,2084
480539604001015,2084
480539601001330,2015
480539601001327,2015
480539601001233,2011
480539607003020,2095
480539606001158,2091
480539604001110,2035
480539607003022,2095
480539607003019,2095
480539607003024,2095
480539607005048,2092
480539607003021,2095
480539607003029,2095
480539607005054,2092
480539607003023,2095
480539607004027,2102
480539607003031,2095
480539607003028,2095
480539607003025,2095
480539607005051,2092
480539607003033,2095
480539607003030,2095
480539607003035,2095
480539607003032,2095
480539607003054,2095
480539602001013,2002
480539601001303,2060
480539601001310,2060
480539602001090,2004
480539606001010,2070
480539601001373,2060
480539602001159,2002
480539604001067,2084
480539604001101,2035
480539604001129,2035
480539604001132,2084
480539604001075,2084
480539604001074,2084
480539602001084,2063
480539602001085,2063
480539602002143,2081
480539602002099,2079
480539604002012,2086
480539608003048,2098
480539608001167,2099
480539608003047,2098
480539602002055,2081
480539601003020,2078
480539602002102,2079
480539602002103,2079
480539605002024,2089
480539608001139,2053
480539601001365,2017
480539602001153,2022
480539602001040,2001
480539601001382,2017
480539602001128,2022
480539601001388,2017
480539602001042,2082
480539602001112,2063
480539602001094,2004
480539602001101,2004
480539601001396,2015
480539601001342,2015
480539601003002,2077
480539601001352,2015
480539604002140,2088
480539601001346,2015
480539601003008,2014
480539608001164,2053
480539608001075,2099
480539608002123,2093
480539608002001,2094
480539607003086,2096
480539608001057,2099
480539606001146,2091
480539608002021,2093
480539608002026,2093
480539608002008,2068
480539601001415,2011
480539601001433,2011
480539601001186,2011
480539601001188,2011
480539601001417,2011
480539601001413,2011
480539601001445,2011
480539601001072,2011
480539601001073,2011
480539601001189,2011
480539601001236,2011
480539601001238,2011
480539601001191,2011
480539601001204,2011
480539601001240,2011
480539601001241,2006
480539601001030,2006
480539601001293,2006
480539601001297,2006
480539601001251,2006
480539601001295,2006
480539601001254,2060
480539601001288,2060
480539601001259,2060
480539607005034,2092
480539607003097,2096
480539607005033,2092
480539605001056,2090
480539607001006,2046
480539607005043,2092
480539607005044,2092
480539607003038,2095
480539607001037,2046
480539607002011,2048
480539607001017,2046
480539607001033,2047
480539607001013,2047
480539607005006,2092
480539608002053,2093
480539608002055,2093
480539608003079,2049
480539607003105,2096
480539607004069,2102
480539607004063,2102
480539607004066,2102
480539607004067,2102
480539607004081,2102
480539607001053,2046
480539604003062,2042
480539604003055,2042
480539607005045,2092
480539607001015,2046
480539608001028,2097
480539601003029,2018
480539602002078,2066
480539601001376,2017
480539601003001,2014
480539602002060,2081
480539601002069,2028
480539601002090,2029
480539604003033,2037
480539601002105,2040
480539601002006,2226
480539601002096,2226
480539608001126,2100
480539601001124,2010
480539608003104,2055
480539608001059,2099
480539608001162,2053
480539608002088,2067
480539605004020,2087
480539608003033,2098
480539608003030,2098
480539608003024,2098
480539608001141,2053
480539606001045,2070
480539608003082,2049
480539608002082,2067
480539608002141,2067
480539608002090,2067
480539605002081,2089
480539607004072,2102
480539602002129,2228
480539602002132,2228
480539603001069,2073
480539604002005,2086
480539604002126,2086
480539603005065,2072
480539603005082,2072
480539603005049,2072
480539601001357,2011
480539601001144,2012
480539601001154,2012
480539601001333,2015
480539601001355,2011
480539601001348,2015
480539601001339,2015
480539601001349,2015
480539608001032,2097
480539608001033,2062
480539608001181,2041
480539605004052,2087
480539608001027,2097
480539607002001,2048
480539608001048,2062
480539608001034,2062
480539608001038,2062
480539608001036,2062
480539608001035,2062
480539608001025,2062
480539607003080,2096
480539608001119,2053
480539608001116,2053
480539608001109,2053
480539608001104,2053
480539608002098,2067
480539608002096,2067
480539608002038,2068
480539608002037,2093
480539608002012,2068
480539608003089,2055
480539607003102,2096
480539601001167,2235
480539601001218,2011
480539601001398,2015
480539601001397,2015
480539606001019,2070
480539601001326,2011
480539601001341,2015
480539601001464,2007
480539601001193,2011
480539601001162,2010
480539601001159,2010
480539601001165,2010
480539601001163,2010
480539601001164,2010
480539601001138,2235
480539601001156,2235
480539601001148,2235
480539601001129,2235
480539601001133,2235
480539603005093,2072
480539603004045,2057
480539602001146,2005
480539601002027,2027
480539604001087,2084
480539604001135,2084
480539604002050,2085
480539604002136,2088
480539608002075,2067
480539601001197,2011
480539601001040,2007
480539601001053,2007
480539601001190,2011
480539601001000,2008
480539601001102,2010
480539601001435,2010
480539601001182,2011
480539601001137,2013
480539601001155,2012
480539601001345,2015
480539601001143,2010
480539601001161,2010
480539606001147,2091
480539606001028,2070
480539604003116,2071
480539607003074,2096
480539601001344,2015
480539601001337,2015
