GEOID,zone_id
480219506001084,327
480219506001141,327
480219506001115,327
480219506001167,346
480219506001118,327
480219506001033,324
480219506001226,328
480219506001166,346
480219506001023,327
480219506001110,327
480219506001120,327
480219506001121,327
480219506001085,328
480219506001040,324
480219506001117,328
480219506001103,327
480219506001105,327
480219501005033,334
480219501003020,453
480219501002047,360
480219501003017,453
480219501003030,453
480219501003031,453
480219501003028,453
480219501003011,454
480219501003016,453
480219501002048,360
480219505022094,335
480219505022108,335
480219507001078,393
480219505022102,335
480219505013029,363
480219505013039,363
480219505023024,479
480219505013028,363
480219506001186,346
480219506002028,343
480219506001203,346
480219501001050,365
480219501005001,332
480219502003022,382
480219501005110,332
480219501002038,457
480219501002036,457
480219505022015,319
480219507002006,338
480219503001026,526
480219505022010,319
480219505022118,319
480219506001215,343
480219504004035,495
480219504004029,495
480219507004109,356
480219502001001,390
480219506001150,350
480219506001149,350
480219506001146,350
480219501004025,331
480219506001202,346
480219506001180,337
480219506001075,337
480219505023008,478
480219505013042,363
480219505013043,363
480219505023048,478
480219505013037,363
480219505013041,363
480219505013044,363
480219505013024,363
480219505013040,363
480219505013045,363
480219505013026,363
480219503001013,526
480219503001018,526
480219505023001,478
480219505023011,478
480219501002063,360
480219505023022,478
480219506001147,350
480219506002046,344
480219506001074,337
480219506001079,337
480219507002016,338
480219506001097,327
480219506001098,327
480219504005046,493
480219505021108,352
480219504005063,493
480219503005064,489
480219507002132,394
480219504005065,493
480219504005098,493
480219507002100,394
480219504005050,493
480219503005063,487
480219503005060,491
480219505021106,352
480219507004052,342
480219503005047,490
480219502001012,383
480219502001008,383
480219503002086,506
480219503001011,526
480219505021037,325
480219505021036,325
480219505021021,325
480219505021020,322
480219505021175,326
480219505021042,322
480219505021178,323
480219505021189,326
480219505021197,323
480219505021046,323
480219505021194,326
480219505021195,326
480219506003141,353
480219506001007,327
480219505021002,325
480219505021041,322
480219505021198,325
480219506002115,344
480219505022082,364
480219505022086,364
480219503002010,520
480219505021131,329
480219503005078,491
480219502001027,383
480219502005011,384
480219501005000,332
480219502001028,383
480219501001038,299
480219502001035,383
480219502005008,384
480219502001036,383
480219502001038,383
480219502001042,383
480219502001041,383
480219502005013,384
480219502005022,384
480219502001037,383
480219502001039,383
480219502005023,384
480219502001040,383
480219502001047,383
480219502001046,383
480219502001045,383
480219503003052,530
480219502002004,381
480219502005025,384
480219502001049,383
480219502002003,381
480219502005028,384
480219502002002,381
480219505022017,319
480219505022040,319
480219505021008,325
480219505022047,320
480219507001048,393
480219505022034,319
480219505022043,319
480219502002053,381
480219502002054,381
480219503002066,506
480219508011000,527
480219502003060,385
480219506003103,512
480219506002057,344
480219507004179,342
480219501003032,453
480219501003049,452
480219506003095,512
480219504001035,480
480219504004017,479
480219504004009,479
480219505023053,478
480219504003008,498
480219504002040,486
480219504002088,486
480219507004094,341
480219507004092,341
480219507004098,341
480219507004062,341
480219507004058,341
480219507004067,341
480219502003034,382
480219502003038,382
480219502003040,382
480219502003039,382
480219502003042,385
480219507004152,342
480219507004080,342
480219507004077,342
480219507004204,342
480219507004202,342
480219507004113,341
480219507004165,342
480219507004123,341
480219507004148,341
480219507004161,342
480219507004116,341
480219507004119,341
480219507004174,342
480219507004164,342
480219507004145,341
480219507004125,341
480219507004141,341
480219507004129,341
480219507001032,393
480219507004105,341
480219507004056,341
480219507004186,342
480219503003040,529
480219503003008,529
480219503004010,521
480219503004009,521
480219505023064,478
480219505023063,478
480219503003044,529
480219503005013,485
480219506002033,343
480219504002105,488
480219507004120,341
480219505021148,350
480219507004201,342
480219507004133,342
480219507004137,342
480219507004135,342
480219507004086,341
480219507004088,341
480219507004096,341
480219507004101,341
480219506003100,512
480219506002035,343
480219506002026,343
480219506003059,492
480219507004104,341
480219503001017,526
480219506002036,343
480219505023034,478
480219508023043,513
480219506003055,492
480219501002028,360
480219502001010,383
480219502004023,375
480219502004022,373
480219505012028,361
480219505012051,477
480219505021179,326
480219505012043,477
480219507001028,393
480219507001034,393
480219507001022,393
480219507001055,393
480219507001071,393
480219507001057,393
480219507001051,393
480219507001054,393
480219507002083,394
480219507001049,393
480219507001047,393
480219507001031,393
480219507001052,393
480219507001046,393
480219507002110,394
480219507004071,341
480219507004083,342
480219508012004,524
480219508021020,1040
480219505022014,319
480219501005034,334
480219505022008,319
480219505022016,335
480219505012041,477
480219505021188,323
480219503002017,459
480219505021184,326
480219503002034,520
480219503001024,526
480219503001030,526
480219501001024,366
480219501005119,332
480219501005108,332
480219505011001,317
480219501004017,331
480219505011063,317
480219502005036,374
480219501002024,461
480219501001057,365
480219501001020,366
480219501005079,334
480219501005082,318
480219501005065,332
480219501005083,318
480219505022002,335
480219501005035,334
480219501005031,334
480219502004053,375
480219501002023,461
480219501001011,299
480219501005008,332
480219501004052,461
480219505022095,335
